,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,pred_value
420,1881,20,2,90.0,11664,1,1,1,1,1,2,1,18,2,1,1,1,7,5,2002,2002,2,1,1,1,1,0.0,2,1,2,2,1,4,3,1234.0,2,0.0,335.0,1569.0,1,3,1,1,1611,0,0,1611,1.0,0.0,2,0,3,1,2,6,1,0,1,1,2002.0,3,3.0,1231.0,1,1,1,262,93,0,0,0,0,1,2,1,0,9,2009,1,1,246090
421,1882,60,2,-1.0,12334,1,1,2,1,1,1,1,18,2,1,1,2,8,5,2003,2003,1,1,1,1,2,198.0,2,1,2,2,1,4,4,0.0,2,0.0,1068.0,1068.0,1,3,1,1,1068,1116,0,2184,0.0,0.0,2,1,4,1,2,8,1,1,3,3,2003.0,3,2.0,570.0,1,1,1,192,132,0,0,0,0,1,2,1,0,6,2009,1,1,271520
422,1883,60,2,70.0,8749,1,1,1,1,1,1,1,18,2,1,1,2,7,5,2002,2002,1,1,1,1,5,-1.0,2,1,2,2,1,1,4,0.0,2,0.0,840.0,840.0,1,3,1,1,840,885,0,1725,0.0,0.0,2,1,3,1,2,6,1,0,1,1,2002.0,3,2.0,550.0,1,1,1,0,48,0,0,0,0,1,2,1,0,11,2009,1,1,214409
423,1884,60,2,-1.0,11250,1,1,1,1,1,2,1,18,2,1,1,2,7,5,2001,2001,1,1,1,1,1,0.0,2,1,2,2,1,1,4,0.0,2,0.0,944.0,944.0,1,3,1,1,944,926,0,1870,0.0,0.0,2,1,3,1,2,6,1,0,1,1,2001.0,3,2.0,608.0,1,1,1,256,43,0,0,0,0,1,2,1,0,5,2009,1,1,209341
424,1885,20,2,90.0,15750,1,1,1,1,1,5,1,18,1,1,1,1,8,5,1999,2000,1,1,1,1,2,260.0,2,1,2,2,1,2,3,1246.0,2,0.0,216.0,1462.0,1,3,1,1,1513,0,0,1513,1.0,0.0,2,0,2,1,2,5,1,1,2,1,1999.0,2,2.0,521.0,1,1,1,135,34,0,0,0,0,1,2,1,0,6,2009,1,1,252320
425,1886,20,2,-1.0,12782,1,1,1,1,1,1,1,18,2,1,1,1,8,5,2002,2003,2,1,3,3,2,164.0,2,1,2,3,1,2,3,1360.0,2,0.0,462.0,1822.0,1,3,1,1,1828,0,0,1828,1.0,0.0,2,0,3,1,2,7,1,1,3,1,2002.0,2,2.0,523.0,1,1,1,194,144,0,0,0,0,1,2,1,0,6,2009,1,1,292640
426,1887,20,2,70.0,8750,1,1,1,1,1,1,1,18,2,1,1,1,7,5,1997,1998,1,1,1,1,2,209.0,2,1,2,2,1,4,3,1111.0,2,0.0,306.0,1417.0,1,3,1,1,1417,0,0,1417,1.0,0.0,2,0,3,1,2,7,1,1,2,1,1997.0,1,2.0,511.0,1,1,1,60,0,0,0,117,0,1,2,1,0,8,2009,1,1,227307
427,1888,20,2,85.0,10200,1,1,1,1,1,1,1,18,2,1,1,1,8,5,2007,2007,1,1,1,1,2,180.0,2,1,2,2,1,4,3,1478.0,2,0.0,100.0,1578.0,1,3,1,1,1602,0,0,1602,1.0,0.0,2,0,3,1,2,7,1,1,3,1,2007.0,3,3.0,810.0,1,1,1,0,48,0,0,195,0,1,2,1,0,1,2009,1,1,285195
428,1889,60,2,85.0,11069,1,1,1,1,1,2,1,18,2,1,1,2,6,5,2007,2007,1,1,1,1,1,0.0,2,1,2,2,1,1,4,0.0,2,0.0,608.0,608.0,1,3,1,1,608,788,0,1396,0.0,0.0,2,1,3,1,2,6,1,1,3,3,2007.0,2,2.0,440.0,1,1,1,100,36,0,0,0,0,1,2,1,0,7,2009,1,1,166943
429,1890,20,2,80.0,10682,1,1,1,1,1,1,1,17,2,1,1,1,4,6,1960,1971,1,1,3,3,1,0.0,1,1,1,1,1,1,3,399.0,2,0.0,615.0,1014.0,1,1,1,1,1149,0,0,1149,1.0,0.0,1,0,3,1,1,7,3,0,1,6,1968.0,2,1.0,544.0,1,1,1,0,240,0,0,0,0,1,1,1,0,7,2009,1,1,87791
430,1891,180,3,35.0,3675,1,1,1,1,1,1,1,17,2,1,2,5,6,5,2005,2006,1,1,1,1,2,80.0,1,1,6,2,1,2,3,547.0,2,0.0,0.0,547.0,1,2,1,1,1072,0,0,1072,1.0,0.0,1,0,2,1,1,5,1,0,1,5,2005.0,2,2.0,525.0,1,1,1,0,28,0,0,0,0,1,2,1,0,4,2009,1,1,144403
431,1892,20,2,64.0,6410,1,1,1,2,1,1,2,17,2,1,1,1,4,5,1959,1959,1,1,9,10,1,0.0,1,1,1,1,1,1,6,332.0,3,243.0,301.0,876.0,1,1,1,2,876,0,0,876,0.0,0.0,1,0,3,1,1,5,1,0,1,2,1959.0,1,1.0,320.0,1,1,1,0,0,0,0,0,0,1,1,1,0,3,2009,1,1,51697
432,1893,20,2,70.0,11767,1,1,1,1,1,1,1,17,2,1,1,1,5,5,1950,1950,1,1,5,5,1,0.0,1,1,1,4,1,3,1,1078.0,2,0.0,0.0,1078.0,1,1,1,2,1368,0,0,1368,1.0,0.0,1,0,3,1,1,6,3,0,1,1,1950.0,3,1.0,195.0,1,1,1,0,41,211,0,0,0,1,2,3,900,6,2009,1,1,122751
433,1894,90,2,65.0,10926,1,1,1,1,1,1,1,17,2,1,4,1,5,5,1959,1959,2,1,1,1,2,74.0,1,1,1,1,1,1,4,0.0,2,0.0,1678.0,1678.0,1,1,1,1,1678,0,0,1678,0.0,0.0,2,0,6,2,1,10,1,0,1,4,-1.0,4,0.0,0.0,2,2,1,0,0,0,0,0,0,1,2,1,0,8,2009,1,1,72835
434,1895,20,2,70.0,11767,1,1,1,1,1,1,1,17,2,1,1,1,5,5,1956,1956,2,1,3,3,2,259.0,1,1,1,1,1,1,1,546.0,2,0.0,604.0,1150.0,1,3,1,1,1560,0,0,1560,0.0,0.0,1,0,2,1,1,7,3,1,2,1,1956.0,1,1.0,313.0,1,1,1,0,0,0,0,0,0,1,2,1,0,5,2009,1,1,126615
435,1896,50,2,45.0,8212,1,3,1,1,1,1,1,17,2,1,1,4,5,6,1941,1950,1,1,2,2,1,0.0,1,1,1,1,1,1,1,626.0,2,0.0,94.0,720.0,1,3,1,1,854,444,0,1298,0.0,0.0,1,0,3,1,1,6,1,2,3,2,1940.0,1,1.0,256.0,1,1,1,84,0,0,0,0,0,1,2,1,0,9,2009,1,1,76518
436,1897,50,1,70.0,6300,1,2,1,1,1,2,1,16,2,1,1,4,5,4,1938,1950,1,1,5,5,2,88.0,1,1,2,1,3,1,6,832.0,2,0.0,0.0,832.0,1,1,1,1,832,436,0,1268,0.0,0.0,1,1,3,1,1,7,1,2,3,5,1938.0,1,1.0,250.0,1,1,1,0,0,55,0,0,0,1,2,1,0,7,2009,1,3,74174
437,1898,70,2,43.0,5707,1,1,1,3,1,1,1,16,1,1,1,2,6,6,1935,1950,1,1,2,2,1,0.0,1,1,3,1,1,1,4,0.0,2,0.0,583.0,583.0,1,2,1,3,647,595,0,1242,0.0,0.0,1,1,3,1,1,6,1,1,3,2,1926.0,1,1.0,180.0,3,1,1,329,96,0,0,0,0,1,2,1,0,3,2009,1,1,119952
438,1899,30,2,64.0,8574,1,1,1,1,1,1,1,19,2,1,1,1,6,8,1916,2000,1,1,11,11,1,0.0,2,1,3,1,1,1,4,0.0,2,0.0,816.0,816.0,1,3,1,1,1232,0,0,1232,0.0,0.0,1,0,3,1,2,6,1,1,3,2,1916.0,1,2.0,440.0,1,1,1,0,0,180,0,0,0,1,2,1,0,10,2009,1,1,116632
439,1900,70,2,53.0,7155,1,1,1,1,1,1,1,19,2,1,1,2,7,8,1918,1990,3,1,2,2,1,0.0,1,1,3,1,3,3,4,0.0,2,0.0,600.0,600.0,1,3,1,1,628,600,0,1228,0.0,0.0,1,0,3,1,1,6,1,1,3,2,1918.0,1,1.0,215.0,3,1,1,0,113,0,0,195,0,1,1,1,0,5,2009,1,1,143541
440,1901,50,2,60.0,13680,1,1,1,2,1,1,2,19,2,1,1,4,5,6,1940,1950,1,1,2,2,1,0.0,1,1,1,1,1,1,2,728.0,2,0.0,112.0,840.0,1,3,1,1,840,727,0,1567,1.0,0.0,1,1,2,1,1,6,2,2,2,2,1961.0,1,2.0,440.0,1,1,1,0,21,150,0,0,0,1,3,1,0,2,2009,1,1,117153
441,1902,20,2,80.0,14680,1,3,2,2,1,1,1,19,2,1,1,1,5,4,1960,1960,1,1,5,5,1,0.0,1,1,1,1,1,1,1,793.0,2,0.0,480.0,1273.0,1,3,1,1,1273,0,0,1273,0.0,0.0,1,0,2,1,1,5,1,0,1,1,1960.0,1,1.0,307.0,1,1,1,483,0,0,0,115,0,1,1,1,0,6,2009,1,1,109352
442,1903,90,2,-1.0,8145,1,1,2,2,1,2,1,19,2,1,4,6,7,6,1940,1950,1,1,2,2,1,0.0,1,1,3,1,1,1,6,246.0,2,0.0,674.0,920.0,1,3,1,1,1240,1240,0,2480,0.0,0.0,2,1,5,2,1,13,1,2,3,2,1940.0,1,2.0,400.0,1,1,1,0,0,57,0,0,0,1,2,1,0,7,2009,1,1,156924
443,1904,20,2,70.0,9100,1,1,1,1,1,1,1,19,1,1,1,1,5,6,1954,1954,1,1,8,13,1,0.0,1,2,3,1,1,3,1,154.0,6,694.0,264.0,1112.0,1,3,1,1,1112,0,0,1112,1.0,0.0,1,0,2,1,1,6,1,1,3,1,1954.0,1,1.0,390.0,1,1,1,0,0,0,0,0,0,1,1,1,0,10,2009,1,4,111542
444,1905,20,2,90.0,13339,1,1,2,1,1,1,1,19,2,1,1,1,6,6,1960,1960,1,1,3,4,3,132.0,1,1,1,1,1,1,6,65.0,4,875.0,621.0,1561.0,1,1,1,1,1561,0,0,1561,1.0,0.0,2,0,3,1,1,6,1,1,3,1,1960.0,2,2.0,463.0,1,1,1,0,148,0,0,120,0,1,2,1,0,5,2009,1,1,190724
445,1906,50,2,78.0,15600,1,1,1,3,1,1,1,19,2,1,1,4,5,7,1949,2005,1,1,10,6,1,0.0,1,1,3,1,1,1,5,312.0,3,507.0,248.0,1067.0,2,4,2,1,986,537,0,1523,1.0,0.0,2,0,3,1,4,7,7,1,2,1,1949.0,1,1.0,295.0,1,1,1,0,0,81,0,0,0,1,2,1,0,10,2009,1,1,121559
446,1907,20,2,100.0,17500,1,1,1,3,1,2,2,19,7,1,1,1,6,5,1954,1954,1,1,3,3,3,420.0,1,1,2,1,1,4,6,784.0,4,435.0,91.0,1310.0,1,3,1,1,1906,0,0,1906,1.0,0.0,1,1,3,1,1,6,1,2,3,5,1954.0,1,2.0,576.0,1,1,1,0,201,0,0,0,0,1,2,1,0,1,2009,1,1,189454
447,1908,160,3,24.0,1733,1,1,1,1,1,1,1,20,2,1,3,2,6,6,1980,1980,1,1,5,5,1,0.0,1,1,1,1,1,1,4,0.0,2,0.0,516.0,516.0,1,1,1,1,516,516,0,1032,0.0,0.0,1,0,2,1,1,5,1,1,2,2,1980.0,1,2.0,452.0,1,1,1,279,0,0,0,0,0,1,3,1,0,5,2009,1,1,103627
448,1909,160,3,24.0,1488,1,1,1,1,1,1,1,20,2,1,2,2,6,6,1980,1992,1,1,5,5,1,0.0,1,2,1,2,1,3,2,471.0,2,0.0,90.0,561.0,1,1,1,1,561,668,0,1229,1.0,0.0,1,1,2,1,2,5,1,1,2,1,1980.0,2,2.0,462.0,1,1,1,176,0,0,0,0,0,1,3,1,0,10,2009,1,1,147912
449,1910,160,3,24.0,1612,1,1,1,1,1,1,1,20,2,1,3,2,6,6,1980,1980,1,1,5,5,1,0.0,1,1,1,2,1,1,4,0.0,2,0.0,561.0,561.0,1,1,1,1,561,668,0,1229,0.0,0.0,1,1,2,1,1,5,1,1,2,1,1980.0,2,2.0,462.0,1,1,1,154,0,0,0,0,0,1,1,1,0,7,2009,1,1,119278
450,1911,80,2,-1.0,13607,1,1,2,1,1,1,1,19,2,1,1,3,6,6,1986,1986,1,1,1,1,2,242.0,1,2,1,1,1,1,2,454.0,2,0.0,118.0,572.0,1,2,1,1,1182,800,0,1982,1.0,0.0,2,1,3,1,1,6,1,1,2,3,1986.0,2,2.0,501.0,1,1,1,400,112,0,0,0,0,1,2,3,1500,4,2009,1,1,212899
451,1912,20,2,-1.0,17597,1,1,1,3,1,1,1,19,2,1,1,1,7,9,1971,2009,2,1,8,13,1,0.0,2,2,1,2,1,1,3,803.0,6,419.0,581.0,1803.0,1,1,1,1,2365,0,0,2365,1.0,0.0,2,0,3,1,3,7,3,2,3,1,1971.0,2,2.0,551.0,1,1,1,200,144,0,0,0,0,1,3,1,0,7,2009,1,1,301181
452,1913,70,3,50.0,8660,1,1,1,3,1,1,1,21,2,1,1,2,5,6,1900,1993,3,1,9,10,1,0.0,1,1,3,1,1,1,4,0.0,2,0.0,760.0,760.0,1,3,2,1,928,928,312,2168,0.0,0.0,2,0,5,1,2,11,1,0,1,2,1998.0,1,2.0,576.0,1,1,1,467,160,78,0,0,0,1,2,1,0,12,2009,1,1,149468
453,1914,30,5,60.0,10200,1,3,1,1,1,1,1,21,2,1,1,1,4,6,1925,1950,1,1,5,5,1,0.0,1,1,3,1,1,1,4,0.0,2,0.0,572.0,572.0,1,4,2,4,572,0,0,572,0.0,0.0,1,0,2,1,1,4,1,0,1,2,1940.0,1,1.0,200.0,1,1,2,0,0,72,0,0,0,1,2,1,0,5,2009,1,1,4072
454,1915,120,3,44.0,3843,1,1,2,2,1,1,2,19,2,1,2,1,8,5,2007,2008,2,1,6,7,3,174.0,3,1,2,3,1,2,3,1476.0,2,0.0,120.0,1596.0,1,3,1,1,1648,0,0,1648,1.0,1.0,2,0,2,1,3,5,1,1,3,1,2007.0,2,2.0,482.0,1,1,1,162,53,0,153,0,0,1,2,1,0,6,2009,3,2,299671
455,1916,30,6,109.0,21780,2,1,1,1,2,1,1,21,2,1,1,1,2,4,1910,1950,1,1,2,2,1,0.0,4,3,1,5,5,5,7,0.0,7,0.0,0.0,0.0,1,1,2,2,810,0,0,810,0.0,0.0,1,0,1,1,1,4,3,0,1,2,1975.0,1,1.0,280.0,1,1,2,119,24,0,0,0,0,1,2,1,0,3,2009,4,1,-60372
456,1917,60,2,75.0,10125,1,1,1,1,1,1,1,22,2,1,1,2,8,5,2000,2001,1,1,6,7,1,0.0,2,1,2,2,1,1,2,445.0,4,250.0,412.0,1107.0,1,3,1,1,1040,1012,0,2052,0.0,0.0,2,1,3,1,2,7,1,1,2,3,2000.0,2,3.0,642.0,1,1,1,210,91,0,0,0,0,1,2,1,0,5,2009,1,1,254881
457,1918,85,2,75.0,9750,1,1,1,1,1,1,1,22,2,1,1,5,6,6,1977,1977,1,1,4,4,1,0.0,1,1,1,1,1,4,2,767.0,2,0.0,135.0,902.0,1,3,1,1,926,0,0,926,1.0,0.0,1,0,2,1,1,5,1,1,2,1,1977.0,1,1.0,351.0,1,1,1,319,0,0,0,0,0,1,1,1,0,4,2009,1,1,120869
458,1919,85,2,72.0,9360,1,1,1,3,1,1,1,22,2,1,1,5,6,7,1977,1977,1,1,4,4,1,0.0,1,1,1,2,1,4,3,841.0,1,116.0,0.0,957.0,1,1,1,1,1287,0,0,1287,1.0,0.0,1,1,2,1,1,5,1,2,5,1,1977.0,3,2.0,541.0,1,1,1,302,39,0,0,120,0,1,4,1,0,11,2009,1,1,199595
459,1920,20,2,82.0,11070,1,1,1,1,1,1,1,22,2,1,1,1,5,5,1991,1991,1,1,3,3,1,0.0,1,1,2,2,1,1,5,55.0,2,0.0,1527.0,1582.0,1,1,1,1,1595,0,0,1595,1.0,0.0,2,0,2,1,1,5,1,0,1,2,1991.0,1,2.0,672.0,1,1,1,0,0,0,0,0,0,1,2,1,0,4,2009,2,3,166036
460,1921,20,2,113.0,13438,1,1,2,2,1,2,1,23,2,1,1,1,9,5,2008,2008,1,1,6,7,3,246.0,3,1,1,3,1,2,3,1758.0,2,0.0,432.0,2190.0,1,3,1,1,2036,0,0,2036,1.0,0.0,2,0,3,1,3,9,1,1,6,1,2008.0,2,3.0,780.0,1,1,1,90,154,0,0,0,0,1,2,1,0,7,2009,1,1,377341
461,1922,20,2,79.0,14463,1,1,2,2,1,2,1,23,2,1,1,1,9,5,2008,2008,1,1,6,7,2,406.0,3,1,2,3,1,2,3,1115.0,2,0.0,526.0,1641.0,1,3,1,1,1641,0,0,1641,1.0,0.0,2,0,3,1,3,7,1,0,1,1,2008.0,2,3.0,885.0,1,1,1,0,95,0,0,0,0,1,2,1,0,1,2009,1,1,312429
462,1923,60,2,-1.0,9839,1,1,2,1,1,4,1,23,2,1,1,2,6,8,1980,2006,1,1,5,5,1,0.0,1,2,2,2,1,1,2,462.0,2,0.0,250.0,712.0,1,3,1,1,1375,862,0,2237,0.0,0.0,2,1,3,1,2,7,1,1,2,3,1980.0,2,2.0,440.0,1,1,1,305,24,0,0,0,0,1,2,3,2500,2,2009,1,1,227438
463,1924,80,2,125.0,14419,1,1,2,1,1,2,1,23,2,1,1,3,7,5,1987,1989,2,1,4,4,2,310.0,1,1,2,2,1,2,3,904.0,6,624.0,117.0,1645.0,1,3,1,1,1479,0,0,1479,2.0,0.0,2,1,3,1,2,7,3,1,5,1,1987.0,2,2.0,578.0,1,1,1,224,238,0,0,0,0,1,2,1,0,7,2009,1,1,240939
464,1925,60,2,75.0,9157,1,1,2,1,1,2,1,23,2,1,1,2,7,5,2003,2003,1,1,1,1,1,0.0,2,1,2,2,1,1,4,0.0,2,0.0,912.0,912.0,1,3,1,1,1072,942,0,2014,0.0,0.0,2,1,3,1,2,9,1,0,1,1,2003.0,2,2.0,486.0,1,1,1,124,114,0,0,0,0,1,2,1,0,2,2009,1,3,224902
465,1926,20,2,85.0,12633,1,1,2,2,1,1,1,23,2,1,1,1,9,5,2007,2007,2,1,6,7,3,290.0,3,1,2,3,1,2,3,1640.0,2,0.0,338.0,1978.0,1,3,1,1,1978,0,0,1978,1.0,0.0,2,0,2,1,3,7,1,1,3,1,2007.0,2,3.0,920.0,1,1,1,308,52,0,0,0,0,1,2,1,0,5,2009,1,1,366351
466,1927,20,2,75.0,12518,1,1,2,1,1,1,1,22,2,1,1,1,5,7,1968,1968,1,1,3,3,2,182.0,1,1,1,1,1,1,2,532.0,2,0.0,476.0,1008.0,1,2,1,1,1008,0,0,1008,0.0,0.0,1,0,3,1,2,6,1,0,1,1,1968.0,1,1.0,384.0,1,1,1,144,0,0,0,0,0,1,1,1,0,4,2009,1,1,110941
467,1928,20,2,83.0,13383,1,1,2,1,1,1,2,22,2,1,1,1,5,5,1969,2000,2,1,3,3,2,176.0,1,1,1,1,1,1,5,594.0,2,0.0,594.0,1188.0,1,3,1,1,1404,0,0,1404,0.0,0.0,2,0,3,1,1,7,1,1,4,1,1969.0,1,2.0,504.0,1,1,1,0,16,0,0,0,0,1,2,1,0,3,2009,1,1,153223
468,1929,85,2,50.0,7689,1,1,2,1,1,1,1,22,2,1,1,5,5,8,1972,1972,1,1,5,5,1,0.0,1,1,1,2,1,4,3,720.0,4,76.0,0.0,796.0,1,2,1,1,796,0,0,796,0.0,1.0,1,0,2,1,1,4,1,0,1,2,1998.0,1,1.0,336.0,1,1,1,138,0,0,0,0,0,1,1,1,0,7,2009,1,1,97230
469,1930,80,2,62.0,7706,1,1,1,1,1,1,1,22,2,1,1,3,6,5,1993,1996,1,1,3,3,1,0.0,1,2,1,2,1,4,1,114.0,5,270.0,0.0,384.0,1,3,1,1,1091,0,0,1091,0.0,1.0,1,0,2,1,1,5,1,0,1,1,1993.0,2,1.0,429.0,1,1,1,280,0,0,0,0,0,1,2,3,700,8,2009,1,1,115545
470,1931,85,2,70.0,7669,1,1,1,1,1,1,1,22,2,1,1,5,5,6,1992,1993,1,1,3,9,1,0.0,1,1,2,2,1,4,3,718.0,1,110.0,0.0,828.0,1,1,1,1,883,0,0,883,1.0,0.0,1,0,2,1,1,5,1,1,5,2,1998.0,1,2.0,698.0,1,1,1,100,32,0,0,0,0,1,3,1,0,6,2009,1,1,150437
471,1932,60,2,62.0,10429,1,1,1,1,1,1,1,22,2,1,1,2,5,5,1992,1992,1,1,3,9,1,0.0,1,1,2,2,1,1,2,330.0,2,0.0,294.0,624.0,1,1,1,1,624,663,0,1287,0.0,0.0,1,1,3,1,1,6,1,0,1,2,2001.0,1,2.0,440.0,1,1,1,150,0,0,0,0,0,1,2,1,0,7,2009,1,1,127790
472,1933,60,2,70.0,10457,1,1,2,1,1,1,2,22,2,1,1,2,5,7,1969,1969,1,1,1,1,2,178.0,2,5,1,1,1,2,5,496.0,1,288.0,0.0,784.0,1,3,1,1,784,848,0,1632,0.0,0.0,1,1,4,1,1,7,1,1,2,1,1969.0,3,2.0,898.0,1,1,1,0,173,368,0,0,0,1,1,1,0,4,2009,1,1,142748
473,1934,60,2,72.0,8702,1,1,2,1,1,1,1,2,2,1,1,2,6,5,1997,1998,1,1,1,1,1,0.0,1,1,2,1,1,1,5,706.0,2,0.0,220.0,926.0,1,3,1,1,926,678,0,1604,0.0,0.0,2,1,3,1,1,7,1,1,2,1,1997.0,2,2.0,470.0,1,1,1,0,36,0,0,0,0,1,2,1,0,4,2008,1,1,157379
474,1935,60,2,65.0,8139,1,1,1,1,1,1,1,2,2,1,1,2,6,5,1995,1996,1,1,1,1,2,119.0,1,1,2,2,1,1,2,476.0,2,0.0,204.0,680.0,1,2,1,1,680,790,0,1470,0.0,0.0,2,1,3,1,1,7,1,1,2,3,1995.0,2,2.0,420.0,1,1,1,192,49,0,0,0,0,1,2,1,0,10,2008,1,1,174764
475,1936,60,2,59.0,9535,1,1,2,1,1,1,1,2,2,1,1,2,6,5,1998,1998,1,1,1,1,1,0.0,1,1,2,2,1,2,3,851.0,2,0.0,75.0,926.0,1,3,1,1,926,678,0,1604,0.0,0.0,2,1,3,1,1,7,1,0,1,1,1998.0,2,2.0,472.0,1,1,1,100,82,0,0,0,0,1,2,1,0,5,2008,1,1,175664
476,1937,60,2,-1.0,15038,1,1,3,1,1,2,1,2,2,1,1,2,6,5,1996,1996,1,1,3,3,1,0.0,1,1,2,2,1,1,1,138.0,2,0.0,778.0,916.0,1,2,1,1,916,720,0,1636,0.0,0.0,2,1,3,1,1,7,1,1,2,1,1996.0,2,2.0,386.0,1,1,1,168,84,0,0,0,0,1,2,1,0,11,2008,1,1,181145
477,1938,20,2,53.0,14137,1,1,2,1,1,1,1,2,2,1,1,1,5,5,1996,1997,1,1,3,3,1,0.0,2,1,2,2,1,1,3,450.0,2,0.0,898.0,1348.0,1,2,1,1,1384,0,0,1384,1.0,0.0,2,0,3,1,2,7,1,0,1,1,1996.0,1,2.0,404.0,1,1,1,0,39,0,0,0,0,1,2,1,0,11,2008,1,1,171864
478,1939,120,2,45.0,6264,1,1,2,1,1,2,1,3,2,1,1,1,8,5,1997,1997,1,1,6,7,1,0.0,2,1,2,3,1,3,3,656.0,2,0.0,1008.0,1664.0,1,3,1,1,1682,0,0,1682,1.0,0.0,1,1,1,1,2,6,3,1,2,1,1997.0,2,2.0,528.0,1,1,1,0,0,0,0,0,0,1,2,1,0,7,2008,1,1,237495
479,1940,120,2,39.0,5070,1,1,2,2,1,1,1,3,2,1,2,1,8,5,1992,1992,1,1,3,3,1,0.0,2,1,2,2,1,3,4,0.0,2,0.0,1280.0,1280.0,1,3,1,1,1280,0,0,1280,0.0,0.0,2,0,2,1,2,5,1,0,1,1,1992.0,3,2.0,506.0,1,1,1,0,82,0,0,144,0,1,2,1,0,8,2008,1,1,197786
480,1941,60,2,73.0,11184,1,1,2,1,1,2,1,2,2,1,1,2,6,5,1998,1998,1,1,1,1,1,0.0,1,1,2,2,1,1,4,0.0,2,0.0,932.0,932.0,1,2,1,1,932,701,0,1633,0.0,0.0,2,1,3,1,1,7,1,1,2,1,1998.0,2,2.0,460.0,1,1,1,0,39,0,0,0,0,1,2,1,0,4,2008,1,4,170741
481,1942,60,2,-1.0,14067,1,1,1,1,1,5,1,2,2,1,1,2,6,5,1991,1991,1,1,3,3,2,194.0,1,1,2,2,1,1,2,504.0,2,0.0,332.0,836.0,1,2,1,1,851,858,0,1709,1.0,0.0,2,1,3,1,2,7,1,0,1,1,1991.0,2,2.0,416.0,1,1,1,0,40,0,0,0,0,1,3,1,0,9,2008,1,1,204214
482,1943,120,2,65.0,5950,1,1,2,2,1,1,2,3,2,1,2,1,8,5,1989,1989,1,1,3,3,1,0.0,2,1,2,2,1,2,3,319.0,2,0.0,1018.0,1337.0,1,2,1,1,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,1,1,2,1,1989.0,3,2.0,462.0,1,1,1,0,73,154,0,0,0,1,2,1,0,4,2008,1,1,199990
483,1944,60,2,101.0,13543,1,1,2,2,1,2,1,3,2,1,1,2,8,5,2005,2005,1,1,1,1,3,130.0,2,1,2,3,1,2,3,16.0,2,0.0,1152.0,1168.0,1,3,1,1,1168,1332,0,2500,0.0,0.0,3,1,5,1,3,9,1,1,3,3,2005.0,2,3.0,683.0,1,1,1,192,32,0,0,0,0,1,2,1,0,7,2008,1,1,315635
484,1945,20,2,53.0,15401,1,1,2,2,1,4,1,3,2,1,1,1,9,5,2004,2004,2,1,1,1,2,296.0,3,1,2,3,1,2,3,1337.0,2,0.0,547.0,1884.0,1,3,1,1,1884,0,0,1884,1.0,0.0,2,0,2,1,3,7,1,1,3,1,2004.0,2,3.0,670.0,1,1,1,214,76,0,0,0,0,1,2,1,0,9,2008,1,1,355736
485,1946,20,2,-1.0,31220,1,1,2,3,2,3,1,2,1,1,1,1,6,2,1952,1952,2,1,8,13,1,0.0,1,1,1,1,1,1,4,0.0,2,0.0,1632.0,1632.0,1,1,1,2,1474,0,0,1474,0.0,0.0,1,0,3,1,1,7,2,2,3,1,1952.0,1,2.0,495.0,1,1,1,0,0,144,0,0,0,1,2,3,750,5,2008,1,1,72421
486,1947,120,2,60.0,8118,1,1,1,2,1,1,1,3,3,4,2,1,9,5,2007,2007,2,1,5,5,2,178.0,3,1,2,3,1,2,3,1034.0,2,0.0,676.0,1710.0,1,3,1,1,1710,0,0,1710,1.0,0.0,2,0,2,1,3,6,1,1,3,1,2007.0,3,2.0,557.0,1,1,1,156,48,0,0,0,0,1,2,1,0,7,2008,1,1,298337
487,1948,20,2,-1.0,47280,1,1,2,1,1,1,1,2,2,1,1,1,6,5,1950,1950,2,1,9,10,2,44.0,1,1,1,1,1,1,4,0.0,2,0.0,1488.0,1488.0,1,2,1,1,1488,0,0,1488,0.0,0.0,2,1,3,1,1,6,1,1,2,1,1950.0,3,2.0,738.0,1,1,1,0,0,180,0,0,0,1,2,1,0,7,2008,1,4,157661
